model,category,part_number,normalized_part_number,description
RT-707,Reel To Reel Tape,RSG-048,RSG-048,SWITCH(PAUSE/REPEAT)
RT-701,Reel To Reel Tape,RSG-049,RSG-049,Push switch (BIAS)
RT-701,Reel To Reel Tape,RSG-049,RSG-049,Push switch (EQUALIZATION)
RT-701,Reel To Reel Tape,RSG-049,RSG-049,Push switch (MONITOR)
RT-701,Reel To Reel Tape,RSG-049,RSG-049,Push switch (POWER)
RT-701,Reel To Reel Tape,RSG-049,RSG-049,Push switch (SPEED)
RT-707,Reel To Reel Tape,RSG-050,RSG-050,SWITCH ASSY(FF/REW/PLAY/REC)
RT-707,Reel To Reel Tape,RSG-051,RSG-051,Push switch (EQ)
RT-707,Reel To Reel Tape,RSG-051,RSG-051,Push switch (POWER)
RT-707,Reel To Reel Tape,RSG-051,RSG-051,Push switch (RECORD LEFT)
RT-707,Reel To Reel Tape,RSG-051,RSG-051,Push switch (RECORD RIGHT)
RT-707,Reel To Reel Tape,RSG-051,RSG-051,Push switch (SPEED)
RT-707,Reel To Reel Tape,RSG-051,RSG-051,Push switch(BIAS)
CT-F1000,Cassette Tape,RSG-053,RSG-053,Push switch
CT-F700,Cassette Tape,RSG-057,RSG-057,Push switch (MEMORY)
CT-F500/505,Cassette Tape,RSG-062,RSG-062,"Push switch (TAPE SELECTOR,DOLBY NR)"
CT-F1050,Cassette Tape,RSG-063,RSG-063,"Function switch (MEMORY,SET,A/B,UP,DOWN,CHECK,RUN/SKIP)"
RT-909,Reel To Reel Tape,RSG-063,RSG-063,Function switch (RESET)
CT-F900,Cassette Tape,RSG-064,RSG-064,Push switch A (MONITOR)
CT-F950,Cassette Tape,RSG-064,RSG-064,Push switch A (MONITOR)
CT-F900,Cassette Tape,RSG-065,RSG-065,Push switch C (TAPE)
CT-F950,Cassette Tape,RSG-066,RSG-066,Switch E
CT-F950,Cassette Tape,RSG-067,RSG-067,Switch F
CT-F900,Cassette Tape,RSG-068,RSG-068,"Push switch B (DOLBY NR, INPUT)"
CT-F900,Cassette Tape,RSG-068,RSG-068,"Push switch C (DOLBY.NR, INPUT)"
CT-F950,Cassette Tape,RSG-068,RSG-068,"Push switch B (INPUT SELECTOR, DOLBY)"
CT-F850,Cassette Tape,RSG-071,RSG-071,"Function switch (REW, FF, STOP, PLAY, REC, PAUSE)"
CT-F600/605,Cassette Tape,RSG-074,RSG-074,"Push switch ass'y (DOLBY,TAPE STD,FeCr,CrO2)"
CT-F850,Cassette Tape,RSG-078,RSG-078,"Push switch  (MONITOR, METER SELECT, DOLBY)"
CT-F1250,Cassette Tape,RSG-083,RSG-083,Switch
RT-909,Reel To Reel Tape,RSG-086,RSG-086,Mode switch (BIAS)
RT-909,Reel To Reel Tape,RSG-086,RSG-086,Mode switch (EQ)
RT-909,Reel To Reel Tape,RSG-086,RSG-086,Mode switch (MONITOR)
RT-909,Reel To Reel Tape,RSG-086,RSG-086,Mode switch (REC MODE - L)
RT-909,Reel To Reel Tape,RSG-086,RSG-086,Mode switch (REC MODE - R)
RT-909,Reel To Reel Tape,RSG-087,RSG-087,Meter switch (AVG/PEAK)
RT-909,Reel To Reel Tape,RSG-087,RSG-087,Meter switch (DIMMER)
RT-909,Reel To Reel Tape,RSG-088,RSG-088,Push switch (FF)
RT-909,Reel To Reel Tape,RSG-088,RSG-088,Push switch (FWD)
RT-909,Reel To Reel Tape,RSG-088,RSG-088,Push switch (PAUSE)
RT-909,Reel To Reel Tape,RSG-088,RSG-088,Push switch (REC)
RT-909,Reel To Reel Tape,RSG-088,RSG-088,Push switch (REV)
RT-909,Reel To Reel Tape,RSG-088,RSG-088,Push switch (REW)
RT-909,Reel To Reel Tape,RSG-088,RSG-088,Push switch (STOP)
RT-909,Reel To Reel Tape,RSG-089,RSG-089,AUTO REPEAT
RT-909,Reel To Reel Tape,RSG-089,RSG-089,REEL
RT-909,Reel To Reel Tape,RSG-089,RSG-089,TAPE SPEED
RT-909,Reel To Reel Tape,RSG-089,RSG-089,TIMER START
CT-F750,Cassette Tape,RSG-090,RSG-090,Push switch assembly
CT-F1050,Cassette Tape,RSG-099,RSG-099,"Push switch (REC MUTE,REC,PAUSE,PLAY,STOP,REW,FF)"
CT-F1050,Cassette Tape,RSG-106,RSG-106,"Push switch A (TIMER-REC/PLAY/STOP,MEMORY STOP,RESET)"
CT-F1050,Cassette Tape,RSG-107,RSG-107,"Push switch B (DOLBY,METAL,NORM,CrO2)"
CT-F1050,Cassette Tape,RSG-108,RSG-108,Push switch
QT-6600,Reel To Reel Tape,RSH-002,RSH-002,SWITCH(REC/PLAYBACK/PB POS)
QT-74,Reel To Reel Tape,RSH-002-0,RSH-002,Slide switch (REC/PB)
PL-15D,Turntable,RSH-003-A,RSH-003,Line voltage switch
QT-6600,Reel To Reel Tape,RSH-003,RSH-003,SWITCH(MODE/4 CHNL. POS)
QT-74,Reel To Reel Tape,RSH-003-0,RSH-003,Rotary switch (MODE)
QT-6600,Reel To Reel Tape,RSH-004,RSH-004,SWITCH(REC/PLAYBACK/REC POS)
QT-74,Reel To Reel Tape,RSH-004-0,RSH-004,Slide switch (REC/PB)
QT-74,Reel To Reel Tape,RSH-006-0,RSH-006,Slide switch (TAPE SELECTOR)
CT-F6161,Cassette Tape,RSH-008-B,RSH-008,Slide switch (REC/P.B Selector)
CT-F6161,Cassette Tape,RSH-009-A,RSH-009,Slide Switch (Muting)
CT-F7171,Cassette Tape,RSH-009-A,RSH-009,Slide Switch (Muting)
CT-F6262,Cassette Tape,RSH-011,RSH-011,Slide switch (REC/PB)
CT-F7272,Cassette Tape,RSH-011,RSH-011,Slide switch
RT-1011L,Reel To Reel Tape,RSH-013-0,RSH-013,Frequency change switch (FV model)
RT-1011L,Reel To Reel Tape,RSH-013-0,RSH-013,Frequency switch
CT-F6262,Cassette Tape,RSH-021,RSH-021,Slide switch (INPUT SELECTOR)
CT-F7272,Cassette Tape,RSH-021,RSH-021,Switch (INPUT SELECTOR)
CT-F8282,Cassette Tape,RSH-021,RSH-021,Switch (INPUT SELECTOR)
CT-F700,Cassette Tape,RSH-027,RSH-027,Slide switch
CT-F700,Cassette Tape,RSH-030,RSH-030,Slide switch M
CT-F500/505,Cassette Tape,RSH-037,RSH-037,Slide switch (REC/PLAYBACK SELECTOR)
CT-F600/605,Cassette Tape,RSH-038,RSH-038,Slide switch
CT-F750,Cassette Tape,RSH-043,RSH-043,Slide switch (REC PLAYBACK SEL - L)
CT-F750,Cassette Tape,RSH-048,RSH-048,"Slide switch (FWD REV SEL, REC PLAYBACK SEL - R)"
CT-F1050,Cassette Tape,RSH-058,RSH-058,Slide switch
QT-74,Reel To Reel Tape,RSK-001-0,RSK-001,Lever switch (Muting)
T-3500,Cassette Tape,RSK-007,RSK-007,SWITCH(MUTING)
QT-6600,Reel To Reel Tape,RSK-008,RSK-008,SWITCH(MUTING/PLAY POS)
QT-6100,Reel To Reel Tape,RSK-011-0,RSK-011,Muting switch ass’y
CT-F6161,Cassette Tape,RSK-019-A,RSK-019,Leaf switch (PAUSE)
CT-F700,Cassette Tape,RSK-019,RSK-019,Leaf switch
CT-F7171,Cassette Tape,RSK-019-A,RSK-019,Leaf switch (PAUSE)
CT-F7171,Cassette Tape,RSK-019-A,RSK-019,Leaf switch (REW)
RT-1020L,Reel To Reel Tape,RSK-021-B,RSK-021,Lever switch (PAUSE)
CT-F7171,Cassette Tape,RSK-024-0,RSK-024,Lever switch (MEMORY and LIGHT)
CT-F9191,Cassette Tape,RSK-026,RSK-026,Lever switch (PAUSE)
RT-1011L,Reel To Reel Tape,RSK-026-0,RSK-026,Lever switch
RT-1011L,Reel To Reel Tape,RSK-026-0,RSK-026,Lever switch (PAUSE)
CT-F6262,Cassette Tape,RSK-031,RSK-031,Lever switch (DOLBY NR)
CT-F7272,Cassette Tape,RSK-031,RSK-031,Lever switch
CT-F6262,Cassette Tape,RSK-032,RSK-032,Lever switch (TAPE SELECTOR)
CT-F7272,Cassette Tape,RSK-032,RSK-032,Lever switch
CT-F7272,Cassette Tape,RSK-032,RSK-032,Lever switch
CT-F8282,Cassette Tape,RSK-033,RSK-033,Lever switch (PAUSE)
CT-F1000,Cassette Tape,RSK-038,RSK-038,"Lever switch A (REC-LIMITER, BlAS)"
CT-F1000,Cassette Tape,RSK-039,RSK-039,Lever switch B (EQ)
CT-F1000,Cassette Tape,RSK-040,RSK-040,Lever switch C (DOLBY REC CAL TEST)
CT-F1000,Cassette Tape,RSK-041,RSK-041,"Lever switch D (DOLBY, MPX FIL)"
CT-F1000,Cassette Tape,RSK-042,RSK-042,Lever switch E (PAUSE)
CT-F1000,Cassette Tape,RSK-043,RSK-043,Lever switch F (MONITOR)
CT-F750,Cassette Tape,RSK-055,RSK-055,Lever switch (REC MUTE)
CT-F750,Cassette Tape,RSK-056,RSK-056,Lever switch (DOLBY NR)
RT-1020L,Reel To Reel Tape,RSL-004-0,RSL-004,Frequency switch
RT-1020L,Reel To Reel Tape,RSL-004-0,RSL-004,Snap switch (frequency change switch)
CT-F6161,Cassette Tape,RSN-002-0,RSN-002,Leaf switch (Play)
CT-F7171,Cassette Tape,RSN-002-0,RSN-002,Leaf switch (Play)
CT-F600/605,Cassette Tape,RSN-006,RSN-006,Switch
CT-F6262,Cassette Tape,RSN-006,RSN-006,Spring switch (Muting)
CT-F6262,Cassette Tape,RSN-006,RSN-006,Spring switch (Pause)
CT-F700,Cassette Tape,RSN-006,RSN-006,Leaf switch D
CT-F7272,Cassette Tape,RSN-006,RSN-006,MUTING Switch
CT-F7272,Cassette Tape,RSN-006,RSN-006,PAUSE Switch
