model,category,part_number,normalized_part_number,description
SA-420,Integrated Amplifier,ASG-266,ASG-266,Push switch (SPEAKERS)
F-7,Tuner,ASG-275,ASG-275,"Push switch (REC LEVEL CHECK, MODE)"
F-7,Tuner,ASG-276,ASG-276,"Push switch (MEMORY,TUNlNG MODE)"
F-9,Tuner,ASG-276,ASG-276,SWITCH(MEMORY/TUNING MODE)
A-5,Integrated Amplifier,ASG-278,ASG-278,SWITCH(LOUDNESS/MUTING)
A-6,Integrated Amplifier,ASG-278,ASG-278,Push switch (LOUDNESS)
A-7,Integrated Amplifier,ASG-278,ASG-278,Push switch (MUTING)
A-8,Integrated Amplifier,ASG-278,ASG-278,Muting switch
A-9,Integrated Amplifier,ASG-278,ASG-278,Push switch (MUTlNG)
A-7,Integrated Amplifier,ASG-279,ASG-279,"Push switch (PHONO MC, PHONO MM, LOUDNESS, SUBSONIC)"
A-7,Integrated Amplifier,ASG-280,ASG-280,"Push switch (LINE STRAIGHT, MODE, SPEAKERS)"
A-8,Integrated Amplifier,ASG-280,ASG-280,SWITCH(FUNCTION)
A-8,Integrated Amplifier,ASG-281,ASG-281,PUSH SWITCH
A-9,Integrated Amplifier,ASG-282,ASG-282,"Push switch (LOUDNESS,SUBSONIC, LINE STRAIGHT MODE, SPEAKERS)"
SA-420,Integrated Amplifier,ASG-285,ASG-285,"Push switch (TAPE/ADAPTOR,LOUDNESS)"
A-6,Integrated Amplifier,ASG-287,ASG-287,Push switch
A-6,Integrated Amplifier,ASG-287,ASG-287,"Push switch (SPEAKERS, TONE, SUBSONIC,MUTING, PHONO)"
A-5,Integrated Amplifier,ASG-288,ASG-288,SWITCH(SPEAKERS/TONE/MUTING)
SX-6,Receiver,ASG-297,ASG-297,"Push switch (TAPE, MONO/MUTE OFF, SUBSONIC, LOUDNESS)"
SX-6,Receiver,ASG-298,ASG-298,Push switch (TUNING)
SX-7,Receiver,ASG-298,ASG-298,2-ganged push switch (TUNING)
SX-6,Receiver,ASG-299,ASG-299,Push switch (SPEAKERS)
SX-5,Receiver,ASG-300,ASG-300,"4-ganged push switch (TAPE/ADPT,TUNlNG,MONO,LOUDNESS)"
SX-4,Receiver,ASG-301,ASG-301,"3-ganged push switch (TAPE/ADPT, MONO, LOUDNESS)"
SX-7,Receiver,ASG-302,ASG-302,"3-ganged push switch (CLOCK,SPEAKERS)"
SX-8,Receiver,ASG-310,ASG-310,"3-ganged Push switch (MONO/MUTE OFF, TUNING)"
SX-8,Receiver,ASG-311,ASG-311,"3-ganged push switch (SPEAKERS, CLOCK)"
TX-130,Tuner,ASG-312,ASG-312,SWITCH(FUNCTION-AM/FM)
TX-130L,Tuner,ASG-313,ASG-313,Push switch (FM MUTING)
TX-530,Tuner,ASG-313,ASG-313,SWITCH(FM MUTING/MODE)
SR-303,Reverb,ASG-316,ASG-316,SWITCH(TAPE MONITOR) Replacement part
RG-2,Dynamic Range Expander,ASG-317,ASG-317,SWITCH(TAPE/PROCESSOR ASSY)
RG-9,Dynamic Range Expander,ASG-317,ASG-317,SWITCH(TAPE/PROCESSOR ASSY)
DT-32,Timer,ASG-318,ASG-318,"SWITCH(STDBY,ON TIMER/POWER)"
DT-570,Timer,ASG-318,ASG-318,"SWITCH(STDBY,ON TIMER/POWER)"
SG-90,Equalizer,ASG-345,ASG-345,Push switch (INPUT SELECTOR)
SG-90,Equalizer,ASG-346,ASG-346,Push switch (AUTO FADER)
SR-60,Reverb,ASG-347,ASG-347,SWITCH(SPEAKER)
RG-60,Dynamic Range Expander,ASG-348,ASG-348,Push switch (PROCESSOR)
TX-720,Tuner,ASG-402,ASG-402,SWITCH(FUNCTION-AM/FM)
A-7,Integrated Amplifier,ASG-403,ASG-403,Push switch (FUNCTION)
A-8,Integrated Amplifier,ASG-403,ASG-403,Function switch
A-5,Integrated Amplifier,ASG-408,ASG-408,SWITCH(FUNCTION)
A-6,Integrated Amplifier,ASG-408,ASG-408,"Push switch (FUNCTlON - PHONO,TUNER,AUX,TAPE1,TAPE2)"
SX-202,Receiver,ASG-412,ASG-412,"Push switch (FUNCTION, TAPE, LOUDNESS)"
F-70,Tuner,ASG-413,ASG-413,SWITCH(POWER/ON/STANDBY/SPKR)
F-717,Tuner,ASG-413,ASG-413,SWITCH(POWER/ON/STANDBY/SPKR)
F-77,Tuner,ASG-413,ASG-413,SWITCH(POWER/ON/STANDBY/SPKR)
TX-1060/BK,Tuner,ASG-413,ASG-413,SWITCH(POWER/ON/STANDBY/SPKR)
TX-1070R,Tuner,ASG-413,ASG-413,SWITCH(POWER/ON/STANDBY/SPKR)
TX-201Z,Tuner,ASG-413,ASG-413,SWITCH(POWER/ON/STANDBY/SPKR)
TX-540,Tuner,ASG-413,ASG-413,SWITCH(POWER/ON/STANDBY/SPKR)
TX-550,Tuner,ASG-413,ASG-413,SWITCH(POWER/ON/STANDBY/SPKR)
TX-560/BK,Tuner,ASG-413,ASG-413,SWITCH(POWER/ON/STANDBY/SPKR)
TX-905,Tuner,ASG-413,ASG-413,SWITCH(POWER/ON/STANDBY/SPKR)
TX-940,Tuner,ASG-413,ASG-413,SWITCH(POWER/ON/STANDBY/SPKR)
TX-950,Tuner,ASG-413,ASG-413,Switch (POWER)
TX-960,Tuner,ASG-413,ASG-413,SWITCH(POWER/ON/STANDBY/SPKR)
TX-970,Tuner,ASG-413,ASG-413,SWITCH(POWER/ON/STANDBY/SPKR)
TX-940,Tuner,ASG-414,ASG-414,SWITCH(AUTO SCAN/MEMO/FM MUTING
TX-540,Tuner,ASG-415,ASG-415,SWITCH(FUNCTION-AM/FM/MUTING)
TX-550,Tuner,ASG-415,ASG-415,SWITCH(FUNCTION-AM/FM/MUTING)
F-28,Tuner,ASG-502,ASG-502,Push switch (POWER - S/G)
SX-580/590,Receiver,ASG-503,ASG-503,Push switch - POWER (SX-580/KU)
SX-680/690,Receiver,ASG-503,ASG-503,Push switch (POWER - KC type)
SX-680/690,Receiver,ASG-503,ASG-503,Push switch (POWER) SX-680/KU
SX-580/590,Receiver,ASG-504,ASG-504,Push switch - POWER (SX-590/HG)
SX-580/590,Receiver,ASG-504,ASG-504,Push switch - POWER (SX-590/HGW4)
SX-680/690,Receiver,ASG-504,ASG-504,Push switch (POWER) SX-680/HGW4
SX-680/690,Receiver,ASG-504,ASG-504,Push switch (POWER) SX-680/KU
TX-3000,Tuner,ASG-504,ASG-504,SWITCH(POWER)
F-28,Tuner,ASG-505,ASG-505,Push switch (POWER - KU)
F-28,Tuner,ASG-505,ASG-505,Push switch (POWER)
SX-680/690,Receiver,ASG-507/ASG-501,ASG-507/ASG-501,Push switch (POWER - S/SG type)
SX-680/690,Receiver,ASG-508/ASG-503,ASG-508/ASG-503,Push switch (POWER - KU type)
SX-3400,Receiver,ASG-510,ASG-510,Push switch (POWER - S)
SG-9800,Equalizer,ASG-511,ASG-511,Push switch (POWER)
SX-3400,Receiver,ASG-511,ASG-511,Push switch (POWER - KU)
TX-408,Tuner,ASG-513,ASG-513,SWITCH(POWER)
TX-410,Tuner,ASG-513,ASG-513,SWITCH(POWER)
TX-130L,Tuner,ASG-516,ASG-516,Push switch (POWER)
TX-520,Tuner,ASG-516,ASG-516,SWITCH(POWER)
TX-530L,Tuner,ASG-516,ASG-516,Push switch (POWER)
SX-D5000,Receiver,ASG-518,ASG-518,Push switch (POWER) - KU
SX-D7000,Receiver,ASG-518,ASG-518,Power switch
SX-D5000,Receiver,ASG-519,ASG-519,Push switch (POWER) - HG
SA-420,Integrated Amplifier,ASG-520,ASG-520,Push switch (POWER) - S
SG-9,Equalizer,ASG-520,ASG-520,Push switch (POWER)  - R
SG-9,Equalizer,ASG-520,ASG-520,Push switch (POWER)  - R/G
A-5,Integrated Amplifier,ASG-521,ASG-521,SWITCH(POWER)
A-6,Integrated Amplifier,ASG-521,ASG-521,Push switch (POWER) - KU
SA-420,Integrated Amplifier,ASG-521,ASG-521,Push switch (POWER) - KU
SG-9,Equalizer,ASG-521,ASG-521,Push switch (POWER)  - KC
SG-9,Equalizer,ASG-521,ASG-521,Push switch (POWER)  - KU
SX-4,Receiver,ASG-521,ASG-521,Push switch (POWER)
SX-5,Receiver,ASG-521,ASG-521,Push switch (POWER)
SX-6,Receiver,ASG-521,ASG-521,Push switch (POWER)
SX-7,Receiver,ASG-521,ASG-521,Push switch (POWER)
A-6,Integrated Amplifier,ASG-522,ASG-522,Push switch (POWER) - HB
A-6,Integrated Amplifier,ASG-522,ASG-522,Push switch (POWER) - HE
SA-420,Integrated Amplifier,ASG-522,ASG-522,Push switch (POWER) - YP
SA-530,Integrated Amplifier,ASG-522,ASG-522,Push switch (POWER) - HB
SA-530,Integrated Amplifier,ASG-522,ASG-522,Push switch (POWER) - HE
SA-530,Integrated Amplifier,ASG-522,ASG-522,Push switch (POWER) - HEZ
SA-530,Integrated Amplifier,ASG-522,ASG-522,Push switch (POWER) - YP
SA-930,Integrated Amplifier,ASG-522,ASG-522,Push switch (POWER) - HB
SA-930,Integrated Amplifier,ASG-522,ASG-522,Push switch (POWER) - HE
SA-930,Integrated Amplifier,ASG-522,ASG-522,Push switch (POWER) - HEZ
SA-930,Integrated Amplifier,ASG-522,ASG-522,Push switch (POWER) - YP
TX-720,Tuner,ASG-526,ASG-526,SWITCH(POWER)
F-7,Tuner,ASG-532,ASG-532,Push switch (POWER - HG )
F-7,Tuner,ASG-532,ASG-532,SWITCH(POWER)
F-9,Tuner,ASG-532,ASG-532,SWITCH(POWER)
A-8,Integrated Amplifier,ASG-533,ASG-533,"Power switch (S, S/G)"
A-9,Integrated Amplifier,ASG-533,ASG-533,"Push switch (POWER - S,S/G)"
SX-8,Receiver,ASG-533,ASG-533,Push switch (POWER) S/SG-type
A-8,Integrated Amplifier,ASG-534,ASG-534,"Power switch (KU, KC)"
A-9,Integrated Amplifier,ASG-534,ASG-534,SWITCH(POWER - Pioneer Electronics database) - KU?
SX-8,Receiver,ASG-534,ASG-534,Push switch (POWER)
SX-8,Receiver,ASG-534,ASG-534,Push switch (POWER)  KU-type
A-7,Integrated Amplifier,ASG-535,ASG-535,Push switch (POWER - HE/HB)
A-8,Integrated Amplifier,ASG-535,ASG-535,"Power switch (HE, HB)"
A-9,Integrated Amplifier,ASG-535,ASG-535,"Push switch (POWER - HE,HB)"
MA-62,Other,ASG-536,ASG-536,SWITCH(POWER)
MA-62A,Other,ASG-536,ASG-536,SWITCH(POWER)
QX-9900,Receiver,ASG-536,ASG-536,SWITCH(POWER) ?????
TX-6200,Tuner,ASG-536,ASG-536,SWITCH(POWER)
QX-8000,Receiver,ASG-536 ????,ASG-536 ????,SWITCH(POWER)
QX-8000A,Receiver,ASG-536 ????,ASG-536 ????,SWITCH(POWER)
TX-05,Tuner,ASG-538,ASG-538,SWITCH(POWER/FM MUTING)
SA-530,Integrated Amplifier,ASG-539,ASG-539,Push switch (POWER) - KU
SA-530,Integrated Amplifier,ASG-539,ASG-539,Push switch (POWER) - S
SA-930,Integrated Amplifier,ASG-539,ASG-539,Push switch (POWER) - KU
SA-930,Integrated Amplifier,ASG-539,ASG-539,Push switch (POWER) - S/SG
TX-930,Tuner,ASG-540,ASG-540,"Push switch (POWER, FM MUTING)"
A-40,Integrated Amplifier,ASG-541,ASG-541,SWITCH(POWER/FUNCTION)
F-91,Tuner,ASG-541,ASG-541,SWITCH(POWER/FUNCTION)
SA-950,Integrated Amplifier,ASG-541,ASG-541,Push switch (POWER) - KU
SG-90,Equalizer,ASG-541,ASG-541,Push switch (POWER)
SX-202,Receiver,ASG-541,ASG-541,Push switch (POWER)
SX-60,Receiver,ASG-541,ASG-541,Push switch (POWER)
SA-940,Integrated Amplifier,ASG-541 (ASG-539),ASG-541 (ASG-539),Push switch (POWER) - KU
SX-50,Receiver,ASG-541 (ASG-539),ASG-541 (ASG-539),Push switch (POWER)
SA-940,Integrated Amplifier,ASG-542,ASG-542,Push switch (POWER) - HB
SA-940,Integrated Amplifier,ASG-542,ASG-542,Push switch (POWER) - HE
SA-940,Integrated Amplifier,ASG-542,ASG-542,Push switch (POWER) - YP
SA-950,Integrated Amplifier,ASG-542,ASG-542,Push switch (POWER) - HE
SA-950,Integrated Amplifier,ASG-542,ASG-542,Push switch (POWER) - HEZ
SA-950,Integrated Amplifier,ASG-542,ASG-542,Push switch (POWER) - KC
SA-950,Integrated Amplifier,ASG-542,ASG-542,Push switch (POWER) - YP
A-60,Integrated Amplifier,ASG-545,ASG-545,Push switch (POWER)
A-70,Integrated Amplifier,ASG-545,ASG-545,Push switch (POWER)
A-717,Integrated Amplifier,ASG-545,ASG-545,SWITCH(POWER)
A-77X,Integrated Amplifier,ASG-545,ASG-545,Push switch (POWER)
A-80,Integrated Amplifier,ASG-545,ASG-545,Push switch (POWER)
A-88X,Integrated Amplifier,ASG-545,ASG-545,Push switch (POWER)
A-90,Integrated Amplifier,ASG-545,ASG-545,Push switch (POWER)
SA-1040,Integrated Amplifier,ASG-545,ASG-545,Push switch (POWER)
SA-1050,Integrated Amplifier,ASG-545,ASG-545,Push switch (POWER)
F-90,Tuner,ASG-547,ASG-547,Push Switch (POWER)
GR-777,Equalizer,ASG-549,ASG-549,Push switch (POWER)
GR-860,Equalizer,ASG-549,ASG-549,SWITCH(POWER)GR860BK
SA-970,Integrated Amplifier,ASG-552,ASG-552,Switch (POWER)
A-51,Integrated Amplifier,ASG-553,ASG-553,SWITCH(POWER)A91D
A-66X,Integrated Amplifier,ASG-553,ASG-553,Push (POWER)
A-71,Integrated Amplifier,ASG-553,ASG-553,SWITCH(POWER)A91D
A-717,Integrated Amplifier,ASG-553,ASG-553,SWITCH(POWER)A91D
A-757,Integrated Amplifier,ASG-553,ASG-553,SWITCH(POWER)A91D
A-858,Integrated Amplifier,ASG-553,ASG-553,Push switch (POWER)
A-91D,Integrated Amplifier,ASG-553,ASG-553,SWITCH(POWER)A91D
C-90,Pre-Amplifier,ASG-553,ASG-553,SWITCH(POWER)A91D
C-91,Pre-Amplifier,ASG-553,ASG-553,SWITCH(POWER)A91D
M-91,Amplifier,ASG-553,ASG-553,SWITCH(POWER)A91D
SX-8,Receiver,ASG-703,ASG-703,Tact switch
TX-05,Tuner,ASG-703,ASG-703,SW(FUNCT/POWER/MUTE)
TX-1070R,Tuner,ASG-703,ASG-703,SW(FUNCT/POWER/MUTE)
TX-930,Tuner,ASG-703,ASG-703,SW(FUNCT/POWER/MUTE)
TX-940,Tuner,ASG-703,ASG-703,SW(FUNCT/POWER/MUTE)
SX-50,Receiver,ASG-704,ASG-704,"Tact switch (STATION CALL, FUNCTION, UP, DOWN)"
SX-60,Receiver,ASG-704,ASG-704,"Tact switch (STATION CALL,TAPE1,TAPE2/ADAPTOR,VIDEO, CD/AUX, AM, FM, PHONO,UP,DOWN)"
F-90,Tuner,ASG-705,ASG-705,Tact switch
A-858,Integrated Amplifier,ASG-711,ASG-711,Tact switch (MUTING)
A-91D,Integrated Amplifier,ASG-711,ASG-711,SW(FUNCT)POWER
C-90,Pre-Amplifier,ASG-711,ASG-711,SW(FUNCT)POWER
F-91,Tuner,ASG-711,ASG-711,SW(FUNCT)POWER
GR-777,Equalizer,ASG-711,ASG-711,Tact switch
TX-05,Tuner,ASG-711,ASG-711,SW(FUNCT)POWER
TX-1060/BK,Tuner,ASG-711,ASG-711,SW(FUNCT)POWER
TX-1070R,Tuner,ASG-711,ASG-711,SW(FUNCT)POWER
TX-1090Z,Tuner,ASG-711,ASG-711,SW(FUNCT)POWER
TX-201Z,Tuner,ASG-711,ASG-711,SW(FUNCT)POWER
TX-220Z,Tuner,ASG-711,ASG-711,SW(FUNCT)POWER
TX-221Z,Tuner,ASG-711,ASG-711,SW(FUNCT)POWER
TX-555Z,Tuner,ASG-711,ASG-711,SW(FUNCT)POWER
TX-905,Tuner,ASG-711,ASG-711,SW(FUNCT)POWER
TX-960,Tuner,ASG-711,ASG-711,SW(FUNCT)POWER
TX-950,Tuner,ASG-711 (ASG-703),ASG-711 (ASG-703),Tact switch (AM/FM)
TX-950,Tuner,ASG-711 (ASG-703),ASG-711 (ASG-703),Tact switch (MEMORY)
TX-950,Tuner,ASG-711 (ASG-703),ASG-711 (ASG-703),Tact switch (STAION CALL)
TX-950,Tuner,ASG-711 (ASG-703),ASG-711 (ASG-703),Tact switch (TUNING DOWN/UP)
TX-1090Z,Tuner,ASG-712,ASG-712,SWITCH(STATION CALL/UP/DOWN)
SA-530,Integrated Amplifier,ASG-801,ASG-801,Push switch (FUNCTION)
SA-530,Integrated Amplifier,ASG-802,ASG-802,"Push switch (LOUDNESS, TAPE2/ADAPTOR)"
SA-930,Integrated Amplifier,ASG-803,ASG-803,"Push switch (LOUDNESS, TAPE2/ADAPTOR, SUBSONIC)"
A-70,Integrated Amplifier,ASG-810,ASG-810,"Push switch (TAPE MONITOR, LOUDNESS)"
A-40,Integrated Amplifier,ASG-812,ASG-812,SWITCH(FUNCT-TUNER/PHONO/TAPE)
SA-1040,Integrated Amplifier,ASG-812,ASG-812,Push switch (FUNCTION)
SA-1050,Integrated Amplifier,ASG-812,ASG-812,Push switch (FUNCTION)
SA-940,Integrated Amplifier,ASG-812,ASG-812,Push switch (FUNCTION)
SA-950,Integrated Amplifier,ASG-812,ASG-812,Push switch (FUNCTION)
A-60,Integrated Amplifier,ASG-814,ASG-814,Push switch (FUNCTlON)
A-60,Integrated Amplifier,ASG-815,ASG-815,Push switch (SUBSONIC/TAPE 1 & 2/OFF)
SX-50,Receiver,ASG-816,ASG-816,"Push switch (TUNING MODE, MEMORY)"
SX-60,Receiver,ASG-816,ASG-816,"Push switch (TUNING MODE, MEMORY)"
A-77X,Integrated Amplifier,ASG-821,ASG-821,Push switch (FUNCTIONS)
A-88X,Integrated Amplifier,ASG-821,ASG-821,Push switch (FUNCTION)
A-77X,Integrated Amplifier,ASG-822,ASG-822,"Push switch (TAPE COPY, TAPE MON)"
A-66X,Integrated Amplifier,ASG-829,ASG-829,S501 (FUNCTION)
SA-970,Integrated Amplifier,ASG1003,ASG1003,Push switch (FUNCTION)
A-717,Integrated Amplifier,ASG1018,ASG1018,SW(DIRECT)A717
A-51,Integrated Amplifier,ASG1019,ASG1019,SWITCH(LOUDNESS/TAPE-3)
A-757,Integrated Amplifier,ASG1019,ASG1019,SWITCH(LOUDNESS/TAPE-3)
A-858,Integrated Amplifier,ASG1019,ASG1019,Push switch (ADPT1/TAPE3)
A-51,Integrated Amplifier,ASG1021,ASG1021,SWITCH(LOUDNESS)A71
A-71,Integrated Amplifier,ASG1021,ASG1021,SWITCH(LOUDNESS)A71
A-858,Integrated Amplifier,ASG1021,ASG1021,Push switch (LOUDNESS)
C-72,Pre-Amplifier,ASG1029,ASG1029,"Switch (POWER,LD,TV/AUX,VCR1,VCR2,VIDEO,PHONO,TAPE2/MONITOR,CD,TUNER,TAPE1/DAT,MUTING,SUBSONIC,PHONO-SEL,DIRECT,V-SEL,REC-SEL)"
A-51,Integrated Amplifier,ASG1032,ASG1032,SWITCH(DIRECT)
A-71,Integrated Amplifier,ASG1032,ASG1032,SWITCH(DIRECT)
A-757,Integrated Amplifier,ASG1032,ASG1032,SWITCH(DIRECT)
A-858,Integrated Amplifier,ASG1032,ASG1032,Push switch (DIRECT)
SA-9500,Integrated Amplifier,ASH -012-0,ASH -012,Slide switch (PRE/POWER)
QA-800,Integrated Amplifier,ASH-001-0,ASH-001,PRE & MAIN switch
QM-800,Amplifier,ASH-001-0,ASH-001,INPUT Selector switch
QM-800A,Amplifier,ASH-001-0,ASH-001,Slide switch (input selector)
A-27,Integrated Amplifier,ASH-002,ASH-002,"Slide switch (PRE/POWER AMP) - S, S/G"
A-27,Integrated Amplifier,ASH-002,ASH-002,Slide switch(PRE/POWER AMP)
QX-9900,Receiver,ASH-002-0,ASH-002,Sllde switch (DE-EMPHASIS)
SA-7100,Integrated Amplifier,ASH-003-0,ASH-003,Relay
SD-1100,Other,ASH-004-0,ASH-004,Slide switch (LOW/HIGH)
SA-8100,Integrated Amplifier,ASH-006-A,ASH-006,Slide switch (PRE/POWER)
SA-9100,Integrated Amplifier,ASH-006-0,ASH-006,Slide switch (PRE/POWER)
QX-747A,Receiver,ASH-007,ASH-007,Relay (S6)
SA-9100,Integrated Amplifier,ASH-007-0,ASH-007,Slide switch (PHONO 2 IMP)
QX-747,Receiver,ASH-008-0,ASH-008,Slide switch (FM de-emphasis)
QX-949,Receiver,ASH-008-0,ASH-008,Slide switch (De-emphasis)
QX-949A,Receiver,ASH-008,ASH-008,"Slide switch (FM-De-emphasis for “KCU"" type)"
SX-434,Receiver,ASH-008-0,ASH-008,Slide switch (De-emphasis - FV)
SX-535,Receiver,ASH-008-0,ASH-008,Slide switch (de-emphasis - FV)
SX-636,Receiver,ASH-008-0,ASH-008,Slide switch (de-emphasis - FV)
SX-737,Receiver,ASH-008-0,ASH-008,Slide switch (de-emphasis - F)
SX-737,Receiver,ASH-008-0,ASH-008,Slide switch (de-emphasis - GN)
SX-838,Receiver,ASH-008-0,ASH-008,Slide switch (F)
SX-939,Receiver,ASH-008-0,ASH-008,Slide switch (de-emphasis - F)
SA-9900,Integrated Amplifier,ASH-012-0,ASH-012,"Slide switch (S14, PRE/POWER AMP)"
QX-747A,Receiver,ASH-013,ASH-013,Slide switch (DE-EMPHASIS)
QX-949A,Receiver,ASH-013,ASH-013,"Slide switch  (FM-De-emphasis for  ""F"" type)"
TX-5300,Tuner,ASH-013-0,ASH-013,Slide switch (DE-EMPHASI5)
TX-9500,Tuner,ASH-013-0,ASH-013,Slide switch (DE-EMPHASIS)
TX-9500,Tuner,ASH-013-A,ASH-013,Slide switch (DE-EMPHASIS)
SPEC-2,Amplifier,ASH-014,ASH-014,Slide switch (IMPEDANCE)
SPEC-2,Amplifier,ASH-014,ASH-014,SWITCH (IMPEDANCE)
F-7,Tuner,ASH-015,ASH-015,"Step selector switch (KU, KC)"
SA-3000,Integrated Amplifier,ASH-015,ASH-015,Slide switch (INTERFERENCE)
SA-706,Integrated Amplifier,ASH-015,ASH-015,Slide switch (INTERFERENCE FILTER)
SA-708,Integrated Amplifier,ASH-015,ASH-015,Slide switch (PHONO INTERFERENCE)
SA-7700,Integrated Amplifier,ASH-015,ASH-015,Slide switch (INTERFERENCE FILTER)
SX-1050,Receiver,ASH-015,ASH-015,Slide switch (DE-EMPHASIS)
SX-1250,Receiver,ASH-015-0,ASH-015,Slide switch (DE-EMPHASIS)
SX-3800,Receiver,ASH-015,ASH-015,Slide switch (DE-EMPHASIS)
SX-3900,Receiver,ASH-015,ASH-015,Slide switch (De-emphasis - S/G)
