model,category,part_number,normalized_part_number,description
RT-909,Reel To Reel Tape,RBH-584,RBH-584,Pause lever spring
RT-909,Reel To Reel Tape,RBH-585,RBH-585,Reel base sﬂrmg
RT-909,Reel To Reel Tape,RBH-586,RBH-586,Reel base adjust spring
RT-909,Reel To Reel Tape,RBH-591,RBH-591,Brake spring
CT-F750,Cassette Tape,RBH-592,RBH-592,Spring
CT-F750,Cassette Tape,RBH-593,RBH-593,Spring
CT-F750,Cassette Tape,RBH-594,RBH-594,Spring
CT-F750,Cassette Tape,RBH-595,RBH-595,Spring
CT-F750,Cassette Tape,RBH-596,RBH-596,HB spring
CT-F750,Cassette Tape,RBH-597,RBH-597,Spring
CT-F750,Cassette Tape,RBH-598,RBH-598,Spring
CT-F750,Cassette Tape,RBH-603,RBH-603,Spring
CT-F750,Cassette Tape,RBH-604,RBH-604,Spring
CT-F750,Cassette Tape,RBH-605,RBH-605,REW spring A
CT-F750,Cassette Tape,RBH-606,RBH-606,REW spring B
CT-F750,Cassette Tape,RBH-607,RBH-607,Spring
CT-F750,Cassette Tape,RBH-608,RBH-608,Spring
CT-F750,Cassette Tape,RBH-609,RBH-609,Spring
CT-F750,Cassette Tape,RBH-610,RBH-610,Spring
CT-F750,Cassette Tape,RBH-611,RBH-611,Spring
CT-F750,Cassette Tape,RBH-613,RBH-613,Spring
CT-F750,Cassette Tape,RBH-614,RBH-614,Spring
CT-F750,Cassette Tape,RBH-615,RBH-615,Spring
CT-F750,Cassette Tape,RBH-616,RBH-616,Spring
CT-F750,Cassette Tape,RBH-617,RBH-617,Spring
CT-F750,Cassette Tape,RBH-618,RBH-618,Spring
RT-909,Reel To Reel Tape,RBH-622,RBH-622,Knob return spring
CT-F750,Cassette Tape,RBH-623,RBH-623,Spring
CT-F750,Cassette Tape,RBH-636,RBH-636,Spring
CT-F750,Cassette Tape,RBH-637,RBH-637,Spring
CT-F750,Cassette Tape,RBH-638,RBH-638,Spring
CT-F750,Cassette Tape,RBH-639,RBH-639,Spring
CT-F750,Cassette Tape,RBH-640,RBH-640,Spring
CT-F750,Cassette Tape,RBH-641,RBH-641,Spring
CT-F750,Cassette Tape,RBH-642,RBH-642,Spring
CT-F750,Cassette Tape,RBH-643,RBH-643,Spring
RT-909,Reel To Reel Tape,RBH-645,RBH-645,Pressure spring
CT-F1250,Cassette Tape,RBH-647,RBH-647,Spring (B)
CT-F1050,Cassette Tape,RBH-763,RBH-763,ldler spring
CT-F1050,Cassette Tape,RBH-764,RBH-764,Spring
CT-F1050,Cassette Tape,RBH-765,RBH-765,Pinch arm spring
CT-F1050,Cassette Tape,RBH-766,RBH-766,Pinch pressure spring
CT-F1050,Cassette Tape,RBH-768,RBH-768,Release spring
CT-F1050,Cassette Tape,RBH-769,RBH-769,Spring L
CT-F1050,Cassette Tape,RBH-770,RBH-770,Spring R
CT-F1050,Cassette Tape,RBH-771,RBH-771,Azimuth spring
CT-F1050,Cassette Tape,RBH-773,RBH-773,HB spring
CT-F1050,Cassette Tape,RBH-774,RBH-774,Lever spring
CT-F1050,Cassette Tape,RBH-783,RBH-783,Eject lever spring
CT-F1050,Cassette Tape,RBH-786,RBH-786,Lock arm spring
CT-F1050,Cassette Tape,RBH-797,RBH-797,Earth spring
CT-F1050,Cassette Tape,RBH-808,RBH-808,HB spring
CT-F1050,Cassette Tape,RBH-809,RBH-809,Brake spring
CT-F1050,Cassette Tape,RBH-810,RBH-810,Connection rod
CT-F1050,Cassette Tape,RBH-811,RBH-811,Pocket arm spring
CT-F1050,Cassette Tape,RBH-824,RBH-824,Button spring
CT-F1050,Cassette Tape,RBH-825,RBH-825,Knob earth spring
QT-6600,Reel To Reel Tape,RBK-034-A,RBK-034,Spring lever
QT-74,Reel To Reel Tape,RBK-034-A,RBK-034,Spring lever
QT-6600,Reel To Reel Tape,RBK-035-0,RBK-035,Plate spring
QT-74,Reel To Reel Tape,RBK-035-0,RBK-035,Plate spring
QT-6100,Reel To Reel Tape,RBK-055-0,RBK-055,Lock spring
QT-6100,Reel To Reel Tape,RBK-055-0,RBK-055,Lock spring
QT-6600,Reel To Reel Tape,RBK-055-0,RBK-055,Lock spring
QT-6600,Reel To Reel Tape,RBK-055-0,RBK-055,Lock spring
QT-74,Reel To Reel Tape,RBK-055-0,RBK-055,Lock spring
RT-1011L,Reel To Reel Tape,RBK-060-B,RBK-060,Head adj spring
RT-1020L,Reel To Reel Tape,RBK-060-B,RBK-060,Head adj. spring
CT-F6161,Cassette Tape,RBK-072-0,RBK-072,Spring for base head
CT-F7171,Cassette Tape,RBK-072-0,RBK-072,Spring for base head
RT-1011L,Reel To Reel Tape,RBK-073-0,RBK-073,Arm lock spring
RT-701,Reel To Reel Tape,RBK-093,RBK-093,Adjuster spring
RT-707,Reel To Reel Tape,RBK-093,RBK-093,Adjuster spring
CT-F7272,Cassette Tape,RBK-096,RBK-096,Spring
CT-F6262,Cassette Tape,RBK-099,RBK-099,Door lock spring
CT-F7272,Cassette Tape,RBK-099,RBK-099,Plate spring
CT-F850,Cassette Tape,RBK-107,RBK-107,Spring
CT-F950,Cassette Tape,RBK-107,RBK-107,Spring
CT-F850,Cassette Tape,RBK-119,RBK-119,Head base holder
CT-F900,Cassette Tape,RBK-119,RBK-119,Head base holder
CT-F950,Cassette Tape,RBK-119,RBK-119,Head base holder
CT-F850,Cassette Tape,RBK-127,RBK-127,Spring
CT-F950,Cassette Tape,RBK-132,RBK-132,Spring
RT-909,Reel To Reel Tape,RBK-137,RBK-137,Head adjust spring
RT-909,Reel To Reel Tape,RBK-139,RBK-139,Thrust spring
CT-F1050,Cassette Tape,RBK-160,RBK-160,Half spring
CT-F1050,Cassette Tape,RBK-161,RBK-161,Pocket spring
CT-F1250,Cassette Tape,RBK-419,RBK-419,Head base holder
CT-F700,Cassette Tape,RBM-004,RBM-004,Wire nut  (KC type)
CT-F700,Cassette Tape,RBM-004,RBM-004,Wire nut  (KU type)
CT-F750,Cassette Tape,RBM-004,RBM-004,Wire nut
CT-F950,Cassette Tape,RBM-004,RBM-004,Wire nut
CT-F7171,Cassette Tape,RBM-216-0,RBM-216,Spring (EJECT)
CT-F7171,Cassette Tape,RBN-004-A,RBN-004,Plastic nut
RT-1011L,Reel To Reel Tape,RBN-004-A,RBN-004,Insulate nut
CT-F6262,Cassette Tape,RBN-005,RBN-005,Insulator nut
CT-F1050,Cassette Tape,RBN-009,RBN-009,Nylon nut
CT-F1250,Cassette Tape,RBS-024,RBS-024,Switch (C - DOLBY)
CT-F600/605,Cassette Tape,RBS-110,RBS-110,Operating instruction (CT-F600/KC)
CT-F600/605,Cassette Tape,RCG-006,RCG-006,Capacitor
RT-1020L,Reel To Reel Tape,RCH-010-0,RCH-010,"Electrolytic capacitor 1,000uF 35V"
RT-1020L,Reel To Reel Tape,RCH-010-0,RCH-010,"Electrolytic capacitor 1,000uF 50V"
RT-1011L,Reel To Reel Tape,RCL-010-0,RCL-010,Phase capacitor 0.5 +4uF 250V
